id,type,primaryTitle,originalTitle,primaryImage,startYear,runtimeSeconds,genres,rating,plot,worldwideGross,worldwideGrossCurrency,productionBudget,productionBudgetCurrency,totalStarMeter
tt33014583,movie,Dhurandhar,Dhurandhar,"{'url': 'https://m.media-amazon.com/images/M/MV5BMzFiNTVkZjYtM2I3Yi00MGNjLWEyYTAtMGViNGExZmMzMGMzXkEyXkFqcGc@._V1_.jpg', 'width': 1600, 'height': 2000}",2025.0,12840.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']","{'aggregateRating': 8.3, 'voteCount': 134566}","A mysterious traveler slips into the heart of Karachi's underbelly and rises through its ranks with lethal precision, only to tear the notorious ISI-Underworld nexus apart from within.",137246897,USD,,,0
tt33978029,movie,Ready or Not 2: Here I Come,Ready or Not 2: Here I Come,"{'url': 'https://m.media-amazon.com/images/M/MV5BZTM3N2EyMTEtNDhkMi00ZjNiLWI0MWUtOGViMjExODY3YTJhXkEyXkFqcGc@._V1_.jpg', 'width': 4050, 'height': 6000}",2026.0,6480.0,"['Comedy', 'Horror', 'Thriller']","{'aggregateRating': 6.9, 'voteCount': 12876}","After surviving one deadly game, Grace and her sister Faith must now outrun four rival families competing for a powerful throne - winner takes all.",31696988,USD,17000000,USD,35
tt26657236,movie,Backrooms,Backrooms,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzQyYjZmMjctMzIyZi00MDI0LWJhNGQtMzQ3MTFlNDgwNGM5XkEyXkFqcGc@._V1_.jpg', 'width': 2025, 'height': 3000}",2026.0,6300.0,"['Horror', 'Sci-Fi']",,A strange doorway appears in the basement of a furniture showroom.,,,10000000,USD,27
tt31193180,movie,Sinners,Sinners,"{'url': 'https://m.media-amazon.com/images/M/MV5BNjIwZWY4ZDEtMmIxZS00NDA4LTg4ZGMtMzUwZTYyNzgxMzk5XkEyXkFqcGc@._V1_.jpg', 'width': 2764, 'height': 4096}",2025.0,8220.0,"['Action', 'Drama', 'Horror', 'Music', 'Thriller']","{'aggregateRating': 7.5, 'voteCount': 460865}","Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",370233701,USD,90000000,USD,9
tt6718170,movie,The Super Mario Bros. Movie,The Super Mario Bros. Movie,"{'url': 'https://m.media-amazon.com/images/M/MV5BOGZlN2EzOTYtMzUzOS00NTM3LTg0MTQtZDVjZGM4YmJlNWNhXkEyXkFqcGc@._V1_.jpg', 'width': 700, 'height': 1034}",2023.0,5520.0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","{'aggregateRating': 7, 'voteCount': 290497}","Brooklyn plumbers Mario and Luigi are warped to the magical Mushroom Kingdom, and Mario must team up with Princess Peach, Toad, and Donkey Kong to save Luigi from the evil Bowser.",1360879735,USD,100000000,USD,37
tt32897959,movie,Wuthering Heights,Wuthering Heights,"{'url': 'https://m.media-amazon.com/images/M/MV5BMGFlMTVkMDktZGMzMC00Yjk4LWFmNzEtNTFmMzM2YzM3MWFkXkEyXkFqcGc@._V1_.jpg', 'width': 1638, 'height': 2048}",2026.0,8160.0,"['Drama', 'Romance']","{'aggregateRating': 6.2, 'voteCount': 55261}","A passionate and tumultuous love story set against the backdrop of the Yorkshire moors, exploring the intense and destructive relationship between Heathcliff and Catherine Earnshaw.",239483028,USD,80000000,USD,19
tt15940132,movie,War Machine,War Machine,"{'url': 'https://m.media-amazon.com/images/M/MV5BMmM1ZTc5ZTYtOTM2My00MjBmLWE5NzktYzkyYzdlYWE3ZDAzXkEyXkFqcGc@._V1_.jpg', 'width': 1013, 'height': 1500}",2026.0,6360.0,"['Action', 'Sci-Fi', 'Thriller']","{'aggregateRating': 6.3, 'voteCount': 83513}",Follow the final recruits of a grueling special ops boot camp who encounter a mysterious deadly force.,56984,USD,,,20
tt27613895,movie,GOAT,Goat,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzE5OTJkOGMtYWFiNi00NTlkLWE3ZWItY2ZlNjkyOWVhMjMyXkEyXkFqcGc@._V1_.jpg', 'width': 600, 'height': 900}",2026.0,6000.0,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Sport']","{'aggregateRating': 6.7, 'voteCount': 14012}","A small goat with big dreams gets a once-in-a-lifetime shot to join the pros and play roarball, a high-intensity, co-ed, full-contact sport dominated by the fastest, fiercest animals in the world.",185120877,USD,,,13
tt32141377,movie,28 Years Later: The Bone Temple,28 Years Later: The Bone Temple,"{'url': 'https://m.media-amazon.com/images/M/MV5BZGU2M2Y1YTItMWYxNS00NDYxLThhOTYtNjNhOWUzNjA3MTYwXkEyXkFqcGc@._V1_.jpg', 'width': 2026, 'height': 3000}",2026.0,6540.0,"['Horror', 'Sci-Fi', 'Thriller']","{'aggregateRating': 7.3, 'voteCount': 81333}","As Spike is inducted into Jimmy Crystal's gang on the mainland, Dr. Kelson makes a discovery that could alter the world.",58503819,USD,63000000,USD,23
tt0335345,movie,The Passion of the Christ,The Passion of the Christ,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzMxY2Y4MzktMGNkNC00ODFjLWI3MGMtMzM2M2ExNmQxMGFmXkEyXkFqcGc@._V1_.jpg', 'width': 1469, 'height': 2197}",2004.0,7620.0,['Drama'],"{'aggregateRating': 7.3, 'voteCount': 273021}","Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem.",610064899,USD,30000000,USD,16
tt31728330,movie,They Will Kill You,They Will Kill You,"{'url': 'https://m.media-amazon.com/images/M/MV5BYjg5ZjQ0ZGQtMmY1NS00NTgyLTlkZWYtMDhlNzE3ZGY5ZDdmXkEyXkFqcGc@._V1_.jpg', 'width': 1638, 'height': 2048}",2026.0,5640.0,"['Action', 'Comedy', 'Horror']","{'aggregateRating': 6.5, 'voteCount': 7433}","A woman takes a job as a housekeeper in a NYC high-rise, unaware of the building's history of disappearances. She soon realizes the community is shrouded in mystery.",15505504,USD,20000000,USD,22
tt27047903,movie,Scream 7,Scream 7,"{'url': 'https://m.media-amazon.com/images/M/MV5BMzk2YzRjYmItNTA5Mi00ODczLTljYzUtOWE1ZDFkODhlZWJlXkEyXkFqcGc@._V1_.jpg', 'width': 878, 'height': 1300}",2026.0,6840.0,"['Horror', 'Mystery']","{'aggregateRating': 5.6, 'voteCount': 44379}","When a new Ghostface killer emerges in the town where Sidney Prescott has built a new life, her darkest fears are realized as her daughter becomes the next target.",204703830,USD,45000000,USD,27
tt26443597,movie,Zootopia 2,Zootopia 2,"{'url': 'https://m.media-amazon.com/images/M/MV5BYjg1Mjc3MjQtMTZjNy00YWVlLWFhMWEtMWI3ZTgxYjJmNmRlXkEyXkFqcGc@._V1_.jpg', 'width': 1086, 'height': 1610}",2025.0,6480.0,"['Animation', 'Action', 'Adventure', 'Comedy', 'Crime', 'Family', 'Mystery']","{'aggregateRating': 7.4, 'voteCount': 121779}","Brave rabbit cop Judy Hopps and her friend, the fox Nick Wilde, team up again to crack a new case, the most perilous and intricate of their careers.",1866647950,USD,150000000,USD,29
tt37605896,movie,S4: The Bob Lazar Story,S4: The Bob Lazar Story,"{'url': 'https://m.media-amazon.com/images/M/MV5BNDA2OGIzNWYtMWY2OS00NWUwLWFlNzItOTc2ZGI3YzFkYWU5XkEyXkFqcGc@._V1_.jpg', 'width': 828, 'height': 1257}",2026.0,6840.0,['Documentary'],"{'aggregateRating': 7.7, 'voteCount': 964}","From jet engines to Los Alamos, Bob Lazar's life is rooted in science. In 1988, hired at S4 near Area 51, he reverse-engineered alien tech. Narrated by Lazar, this film uses exclusive footage to reveal America's best-kept secret.",,,,,0
tt29567915,movie,Nuremberg,Nuremberg,"{'url': 'https://m.media-amazon.com/images/M/MV5BMWUzODNkYWUtMmMzOC00NzZjLTlkMTctOTkwM2I2ZWI1MTlmXkEyXkFqcGc@._V1_.jpg', 'width': 1934, 'height': 2866}",2025.0,8880.0,"['Biography', 'Drama', 'History', 'Thriller', 'War']","{'aggregateRating': 7.4, 'voteCount': 82033}","A WWII psychiatrist evaluates Nazi leaders before the Nuremberg trials, growing increasingly obsessed with understanding evil as he forms a disturbing bond with Hermann Göring.",56832629,USD,,,21
tt26678938,movie,Pretty Lethal,Pretty Lethal,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTRmMTE4MmYtOWRmNi00ZDJjLWFmY2UtNTliMzlkNTUzNDRjXkEyXkFqcGc@._V1_.jpg', 'width': 1080, 'height': 1920}",2026.0,5280.0,"['Action', 'Horror', 'Thriller']","{'aggregateRating': 5.8, 'voteCount': 8726}",It follows a group of ballerinas as they try to escape from a remote inn after their bus breaks down on the way to a dance competition.,,,,,23
tt8814476,movie,Supergirl,Supergirl,"{'url': 'https://m.media-amazon.com/images/M/MV5BNjlhMTdmODYtOGE0ZC00YzAwLWI1NDMtMTIzZDQzZGVkNDMwXkEyXkFqcGc@._V1_.jpg', 'width': 1638, 'height': 2048}",2026.0,,"['Action', 'Adventure', 'Sci-Fi']",,"Kara Zor-El, aka Supergirl, joins forces with an unlikely companion on an interstellar journey of vengeance and justice when an unexpected adversary strikes too close to home.",,,,,26
tt1341338,movie,"Good Luck, Have Fun, Don't Die","Good Luck, Have Fun, Don't Die","{'url': 'https://m.media-amazon.com/images/M/MV5BOTQ0NzYzM2QtOWYzMC00MGU5LWJmMTQtYTU1ODU0ZjUwYjk0XkEyXkFqcGc@._V1_.jpg', 'width': 1519, 'height': 2250}",2025.0,8040.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']","{'aggregateRating': 7.1, 'voteCount': 34623}","A ""Man From the Future"" arrives at a diner in Los Angeles where he must recruit the precise combination of disgruntled patrons to join him on a one-night quest to save the world from the terminal threat of a rogue artificial intelligence.",9319127,USD,20000000,USD,34
tt32916440,movie,Marty Supreme,Marty Supreme,"{'url': 'https://m.media-amazon.com/images/M/MV5BZTRhYjI1MTItMWYwMi00MjY5LWI1OTktMzQwNzA3MWJlN2QyXkEyXkFqcGc@._V1_.jpg', 'width': 1638, 'height': 2048}",2025.0,8940.0,"['Drama', 'Sport']","{'aggregateRating': 7.7, 'voteCount': 153281}","Marty Mauser, a young man with a dream no one respects, goes to hell and back in pursuit of greatness.",179780549,USD,65000000,USD,14
tt26581740,movie,Weapons,Weapons,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTBhNWJjZWItYzY3NS00M2NkLThmOWYtYTlmNzBmN2UxZWFjXkEyXkFqcGc@._V1_.jpg', 'width': 1638, 'height': 2048}",2025.0,7680.0,"['Horror', 'Mystery']","{'aggregateRating': 7.4, 'voteCount': 340353}","When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.",269972492,USD,38000000,USD,24
tt7798634,movie,Ready or Not,Ready or Not,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTViMDA4YjgtZDQ4NC00ZDk2LTg0MWItOTc4MTkwMmVkZWRmXkEyXkFqcGc@._V1_.jpg', 'width': 1006, 'height': 1500}",2019.0,5700.0,"['Action', 'Comedy', 'Horror', 'Mystery', 'Thriller']","{'aggregateRating': 6.9, 'voteCount': 241307}",A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.,57615777,USD,6000000,USD,11
tt4357198,movie,How to Make a Killing,How to Make a Killing,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTkwY2JjMWYtOGU4YS00ZTg0LWIzYzUtZDkxNDE5NWNkNWM1XkEyXkFqcGc@._V1_.jpg', 'width': 5530, 'height': 8193}",2026.0,6300.0,"['Comedy', 'Drama', 'Thriller']","{'aggregateRating': 6.5, 'voteCount': 16122}","Disowned at birth by his obscenely wealthy family, a blue-collar will stop at nothing to reclaim his inheritance, no matter how many relatives stand in his way.",23367267,USD,,,29
tt14905854,movie,Hamnet,Hamnet,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDQ5ZmY0OWYtOTYzZi00Mzg5LWE3N2EtMjYwZTAzZmJhYjkyXkEyXkFqcGc@._V1_.jpg', 'width': 1080, 'height': 1600}",2025.0,7500.0,"['Biography', 'Drama', 'History', 'Romance']","{'aggregateRating': 7.8, 'voteCount': 103729}","In late 16th-century England, Agnes, a healer sensitive to the world around her, builds a home with William, a local tutor and aspiring playwright. As their lives fracture, they are tested by distance, silence, and grief.",105387282,USD,30000000,USD,16
tt0816692,movie,Interstellar,Interstellar,"{'url': 'https://m.media-amazon.com/images/M/MV5BYzdjMDAxZGItMjI2My00ODA1LTlkNzItOWFjMDU5ZDJlYWY3XkEyXkFqcGc@._V1_.jpg', 'width': 2430, 'height': 3600}",2014.0,10140.0,"['Adventure', 'Drama', 'Sci-Fi']","{'aggregateRating': 8.7, 'voteCount': 2511764}","When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",774560578,USD,165000000,USD,25
tt11378946,movie,Michael,Michael,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzllNmRlN2EtMDQyOC00ODJjLTg4OWQtZDNmNGU3YzlkNjc1XkEyXkFqcGc@._V1_.jpg', 'width': 2025, 'height': 3000}",2026.0,7620.0,"['Biography', 'Drama', 'History', 'Music']",,"The story of the famous musician Michael Jackson, known as the King of Pop.",,,155000000,USD,19
tt31514146,movie,I Swear,I Swear,"{'url': 'https://m.media-amazon.com/images/M/MV5BNWQxYTMyZTktZDg5Yi00Y2YwLWI4YzQtMjkyYmYxNmFjYThmXkEyXkFqcGc@._V1_.jpg', 'width': 1080, 'height': 1600}",2025.0,7200.0,"['Biography', 'Drama']","{'aggregateRating': 8.4, 'voteCount': 35090}","John Davidson: diagnosed with Tourette's syndrome at a young age which alienated him from his peers, he struggled with a condition few people had witnessed.",8792126,USD,,,5
tt32606470,movie,Humint,Humint,"{'url': 'https://m.media-amazon.com/images/M/MV5BZjliZDRkZTYtYTBkNi00NzAxLTg0YmQtODE0YjVmNWNjNjhiXkEyXkFqcGc@._V1_.jpg', 'width': 1500, 'height': 2143}",2026.0,7140.0,"['Action', 'Adventure', 'Crime', 'Thriller']","{'aggregateRating': 6.4, 'voteCount': 1791}",An espionage action film depicting North and South Korean secret agents clashing while investigating crimes occurring on the Vladivostok border.,13207600,USD,,,0
tt0111161,movie,The Shawshank Redemption,The Shawshank Redemption,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDAyY2FhYjctNDc5OS00MDNlLThiMGUtY2UxYWVkNGY2ZjljXkEyXkFqcGc@._V1_.jpg', 'width': 1200, 'height': 1800}",1994.0,8520.0,['Drama'],"{'aggregateRating': 9.3, 'voteCount': 3177133}",A wrongfully convicted banker forms a close friendship with a hardened convict over a quarter century while retaining his humanity through simple acts of compassion.,29420884,USD,25000000,USD,6
tt12300742,movie,Bugonia,Bugonia,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzIzNWQxMjEtZmQ3MS00OTk2LWFlZjktZDUyYWRkM2M3NWVlXkEyXkFqcGc@._V1_.jpg', 'width': 8268, 'height': 11811}",2025.0,7080.0,"['Comedy', 'Crime', 'Sci-Fi', 'Thriller']","{'aggregateRating': 7.4, 'voteCount': 174961}","Two conspiracy-obsessed young men kidnap the high-powered CEO of a major company, convinced that she is an alien intent on destroying planet Earth.",43473580,USD,,,19
tt33764258,movie,The Odyssey,The Odyssey,"{'url': 'https://m.media-amazon.com/images/M/MV5BN2MyYjk2MWMtODMyZS00MDUyLWE0OGQtOTQ3MGY0MDE0ZjVmXkEyXkFqcGc@._V1_.jpg', 'width': 3158, 'height': 5000}",2026.0,,"['Action', 'Adventure', 'Fantasy', 'History']",,"After the Trojan War, Odysseus faces a dangerous voyage back to Ithaca, meeting creatures like the Cyclops Polyphemus, Sirens, and Circe along the way.",,,250000000,USD,47
tt32357218,movie,Shelter,Shelter,"{'url': 'https://m.media-amazon.com/images/M/MV5BMzI2ODY3MzQtYzllNy00YWM1LWExZTgtOGIwNjk2MmE2MmY2XkEyXkFqcGc@._V1_.jpg', 'width': 1008, 'height': 1494}",2026.0,6420.0,"['Action', 'Thriller']","{'aggregateRating': 6.1, 'voteCount': 24384}","Michael Mason is a recluse on a remote Scottish island who rescues a girl from the sea, unleashing a perilous sequence of events that culminate in an attack on his home, compelling him to face his turbulent history.",49305541,USD,50000000,USD,10
tt27200708,movie,Mother Mary,Mother Mary,"{'url': 'https://m.media-amazon.com/images/M/MV5BZWM0NTIzMWEtOWU1ZC00OTEyLThmNTItYjM1N2Y1MDllMGYzXkEyXkFqcGc@._V1_.jpg', 'width': 3240, 'height': 4800}",2026.0,6720.0,"['Drama', 'Music', 'Thriller']","{'aggregateRating': 4.8, 'voteCount': 160}","Long-buried wounds rise to the surface when iconic pop star Mother Mary reunites with her estranged best friend and former costume designer, Sam Anselm, on the eve of her comeback performance.",,,,,19
tt5950044,movie,Superman,Superman,"{'url': 'https://m.media-amazon.com/images/M/MV5BOGMwZGJiM2EtMzEwZC00YTYzLWIxNzYtMmJmZWNlZjgxZTMwXkEyXkFqcGc@._V1_.jpg', 'width': 1638, 'height': 2048}",2025.0,7740.0,"['Action', 'Adventure', 'Sci-Fi']","{'aggregateRating': 7, 'voteCount': 404321}","Superman must reconcile his alien Kryptonian heritage with his human upbringing as reporter Clark Kent. As the embodiment of truth, justice and the American way he soon finds himself in a world that views these as old-fashioned.",618723803,USD,225000000,USD,26
tt33714084,movie,Reminders of Him,Reminders of Him,"{'url': 'https://m.media-amazon.com/images/M/MV5BNjI4OGM1NDEtYzA1NS00ZDg3LWFmZjUtMjg1MGQ4MTk3NjQzXkEyXkFqcGc@._V1_.jpg', 'width': 1579, 'height': 2500}",2026.0,6840.0,"['Drama', 'Romance']","{'aggregateRating': 6.4, 'voteCount': 4651}","After prison, a woman attempts to reconnect with her young daughter but faces resistance from everyone except a bar owner with ties to her child. As they grow closer, she must confront her past mistakes to build a hopeful future.",79766217,USD,,,9
tt32612507,movie,Lee Cronin's the Mummy,The Mummy,"{'url': 'https://m.media-amazon.com/images/M/MV5BNWQ1NzI2YTUtN2E0ZS00YzVmLTkxNjktMWIzNTYwMzkyOTU0XkEyXkFqcGc@._V1_.jpg', 'width': 2024, 'height': 3000}",2026.0,7980.0,['Horror'],,"The young daughter of a journalist disappears into the desert without a trace. Eight years later, the broken family is shocked when she is returned to them, as what should be a joyful reunion turns into a living nightmare.",,,,,0
