id,type,primaryTitle,originalTitle,primaryImage,startYear,runtimeSeconds,genres,rating,plot,endYear,worldwideGross,productionBudget,totalStarMeter,gross_to_budget_ratio
tt35521922,movie,Good Boy,Good Boy,"{'url': 'https://m.media-amazon.com/images/M/MV5BODJhM2JhYjktN2JlMC00YzVjLWI3NjctMTgzYjhhZDk3ZjU2XkEyXkFqcGc@._V1_.jpg', 'width': 1382, 'height': 2048}",2025.0,4320.0,"['Horror', 'Thriller']","{'aggregateRating': 6.1, 'voteCount': 30007}","A loyal dog moves to a rural family home with his owner, only to discover supernatural forces lurking in the shadows. As dark entities threaten his human companion, the brave pup must fight to protect the one he loves most.",,8757431.0,70000.0,1,125.10615714285714
tt1981677,movie,Pitch Perfect,Pitch Perfect,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTcyMTMzNzE5N15BMl5BanBnXkFtZTcwNzg5NjM5Nw@@._V1_.jpg', 'width': 1293, 'height': 2048}",2012.0,6720.0,"['Comedy', 'Music', 'Romance']","{'aggregateRating': 7.1, 'voteCount': 350126}","Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",,115647737.0,17000000.0,16,6.80280805882353
tt2084970,movie,The Imitation Game,The Imitation Game,"{'url': 'https://m.media-amazon.com/images/M/MV5BNjI3NjY1Mjg3MV5BMl5BanBnXkFtZTgwMzk5MDQ3MjE@._V1_.jpg', 'width': 1393, 'height': 2048}",2014.0,6840.0,"['Biography', 'Drama', 'Thriller', 'War']","{'aggregateRating': 8, 'voteCount': 875353}","During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life.",,233555708.0,14000000.0,18,16.68255057142857
tt10366206,movie,John Wick: Chapter 4,John Wick: Chapter 4,"{'url': 'https://m.media-amazon.com/images/M/MV5BY2Q2ZmI5ZjUtNWVhMC00YzJkLTlmYjMtY2RmZDhkNzEzYjZhXkEyXkFqcGc@._V1_.jpg', 'width': 4051, 'height': 6001}",2023.0,10140.0,"['Action', 'Crime', 'Thriller']","{'aggregateRating': 7.6, 'voteCount': 408750}","John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",,447142521.0,100000000.0,10,4.47142521
tt7737786,movie,Greenland,Greenland,"{'url': 'https://m.media-amazon.com/images/M/MV5BZWZjZGMwNmUtYmRiMS00ODEwLTgyYjQtOGUzMDNhOGU3OGQ0XkEyXkFqcGc@._V1_.jpg', 'width': 2764, 'height': 4095}",2020.0,7140.0,"['Action', 'Adventure', 'Thriller']","{'aggregateRating': 6.4, 'voteCount': 166529}","To save his family from a catastrophic end of times, a man embarks on a risky quest to locate the last hope for salvation and witness the worst of mankind in the battle for survival.",,52300000.0,35000000.0,16,1.4942857142857142
tt10676052,movie,The Fantastic Four: First Steps,The Fantastic Four: First Steps,"{'url': 'https://m.media-amazon.com/images/M/MV5BOGM5MzA3MDAtYmEwMi00ZDNiLTg4MDgtMTZjOTc0ZGMyNTIwXkEyXkFqcGc@._V1_.jpg', 'width': 1086, 'height': 1609}",2025.0,6900.0,"['Action', 'Adventure', 'Sci-Fi']","{'aggregateRating': 6.8, 'voteCount': 255814}","Forced to balance their roles as heroes with the strength of their family bond, the Fantastic Four must defend Earth from a ravenous space god called Galactus and his enigmatic herald, the Silver Surfer.",,521858728.0,200000000.0,15,2.60929364
tt7160372,movie,The Zone of Interest,The Zone of Interest,"{'url': 'https://m.media-amazon.com/images/M/MV5BNjk4MTQ3MGEtZmI4OS00N2NhLWI5ZjgtYWE5ZWVkZGExYTQ1XkEyXkFqcGc@._V1_.jpg', 'width': 1500, 'height': 2250}",2023.0,6300.0,"['Drama', 'History', 'War']","{'aggregateRating': 7.3, 'voteCount': 165333}",The commandant of Auschwitz and his wife strive to build a dream life for their family in a house next to the camp.,,52693249.0,15000000.0,9,3.5128832666666665
tt39385906,movie,Ishqan De Lekhe,Ishqan De Lekhe,"{'url': 'https://m.media-amazon.com/images/M/MV5BNWU5NWRhY2ItZWY2Yi00MDg2LTg5NWYtMzE4ODFiNDQ2YjkyXkEyXkFqcGc@._V1_.jpg', 'width': 3600, 'height': 4500}",2026.0,8700.0,['Romance'],"{'aggregateRating': 3.6, 'voteCount': 454}","Charismatic student leader Samar sweeps reserved Jasneet off her feet, but campus politics and jealousy fuel a devastating misunderstanding. When she believes he's betrayed her, tragedy strikes before he can set things right.",,133914.0,70000000.0,0,0.001913057142857143
tt4873118,movie,The Covenant,The Covenant,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDY2NmI1YzAtYmE2OS00NTY4LWJjM2UtNjQzMDliYzc5MzUyXkEyXkFqcGc@._V1_.jpg', 'width': 2765, 'height': 4096}",2023.0,7380.0,"['Action', 'Drama', 'Thriller', 'War']","{'aggregateRating': 7.5, 'voteCount': 208068}","During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",,21948551.0,55000000.0,8,0.3990645636363636
tt32916440,movie,Marty Supreme,Marty Supreme,"{'url': 'https://m.media-amazon.com/images/M/MV5BZTRhYjI1MTItMWYwMi00MjY5LWI1OTktMzQwNzA3MWJlN2QyXkEyXkFqcGc@._V1_.jpg', 'width': 1638, 'height': 2048}",2025.0,8940.0,"['Drama', 'Sport']","{'aggregateRating': 7.7, 'voteCount': 147431}","Marty Mauser, a young man with a dream no one respects, goes to hell and back in pursuit of greatness.",,179327284.0,65000000.0,18,2.7588812923076924
tt8115900,movie,The Bad Guys,The Bad Guys,"{'url': 'https://m.media-amazon.com/images/M/MV5BODNlYmQzY2MtZWZiZS00Y2I0LTkwNjItNjg3MjY5YTFkNWI3XkEyXkFqcGc@._V1_.jpg', 'width': 3158, 'height': 5000}",2022.0,6000.0,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Family']","{'aggregateRating': 6.9, 'voteCount': 79303}","To avoid prison, a gang of notorious animal criminals pretends to seek being rehabilitated, only for their leader to realize that he genuinely wants to change his ways.",,250387888.0,70000000.0,11,3.5769698285714284
tt0116282,movie,Fargo,Fargo,"{'url': 'https://m.media-amazon.com/images/M/MV5BNjg4MWE0MjEtODFhNy00MjA5LTg5ODktMzgwNWFmZTAwNjBlXkEyXkFqcGc@._V1_.jpg', 'width': 1313, 'height': 1938}",1996.0,5880.0,"['Crime', 'Drama', 'Thriller']","{'aggregateRating': 8.1, 'voteCount': 785165}",Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,,60611975.0,7000000.0,10,8.65885357142857
tt12042730,movie,Project Hail Mary,Project Hail Mary,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTkwNzJiYTctNzI3NC00NjE1LTlhYjktY2Q5MTdmMWFmNzcxXkEyXkFqcGc@._V1_.jpg', 'width': 2765, 'height': 4096}",2026.0,9360.0,"['Drama', 'Sci-Fi', 'Thriller']","{'aggregateRating': 8.4, 'voteCount': 129068}","A science teacher wakes up alone on a spaceship. As his memory returns, he uncovers a mission to stop a mysterious substance killing Earth's sun and that an unexpected friendship may be the key.",,300802240.0,200000000.0,36,1.5040112
tt27534307,movie,Speak No Evil,Speak No Evil,"{'url': 'https://m.media-amazon.com/images/M/MV5BMWI2OWFjNjgtOTQ2Zi00MjlmLTg2MGYtNmE4MjMyZjIzMDA0XkEyXkFqcGc@._V1_.jpg', 'width': 3158, 'height': 5000}",2024.0,6600.0,"['Drama', 'Horror', 'Thriller']","{'aggregateRating': 6.8, 'voteCount': 131687}","A family is invited to spend a whole weekend in a lonely home in the countryside, but as the weekend progresses, they realize that a dark side lies within the family who invited them.",,76756109.0,15000000.0,10,5.117073933333334
tt0112641,movie,Casino,Casino,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDRlZWZjZjYtYzY2NS00ZWVjLTkwYzAtZTA2ZDAzMGRiYmYwXkEyXkFqcGc@._V1_.jpg', 'width': 800, 'height': 1200}",1995.0,10680.0,"['Crime', 'Drama']","{'aggregateRating': 8.2, 'voteCount': 616804}","In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",,116112375.0,52000000.0,15,2.2329302884615383
tt10548174,movie,28 Years Later,28 Years Later,"{'url': 'https://m.media-amazon.com/images/M/MV5BNjgwYTI0YjctMWYzNS00MmI1LWI5YTctNmE1YjBkNDFlNWMxXkEyXkFqcGc@._V1_.jpg', 'width': 1080, 'height': 1350}",2025.0,6900.0,"['Horror', 'Sci-Fi', 'Thriller']","{'aggregateRating': 6.6, 'voteCount': 205974}","A group of survivors of the rage virus live on a small island. When one of the group leaves the island on a mission into the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other survivors.",,151329249.0,60000000.0,19,2.52215415
tt0241527,movie,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,"{'url': 'https://m.media-amazon.com/images/M/MV5BNTU1MzgyMDMtMzBlZS00YzczLThmYWEtMjU3YmFlOWEyMjE1XkEyXkFqcGc@._V1_.jpg', 'width': 1972, 'height': 2902}",2001.0,9120.0,"['Adventure', 'Family', 'Fantasy']","{'aggregateRating': 7.7, 'voteCount': 947793}","An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",,1029374615.0,125000000.0,15,8.23499692
tt0114814,movie,The Usual Suspects,The Usual Suspects,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTE5MDUxZDUtZWZmZC00NDVmLWFhOGQtNWI2YTc4NzY3MGQ0XkEyXkFqcGc@._V1_.jpg', 'width': 1150, 'height': 1715}",1995.0,6360.0,"['Crime', 'Drama', 'Mystery', 'Thriller']","{'aggregateRating': 8.5, 'voteCount': 1234658}",The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,,23342724.0,6000000.0,7,3.890454
tt3799694,movie,The Nice Guys,The Nice Guys,"{'url': 'https://m.media-amazon.com/images/M/MV5BM2YwNWZlZGEtYTEyZi00NjdjLWEwM2ItM2Q2MDMwZjkzMjk0XkEyXkFqcGc@._V1_.jpg', 'width': 1012, 'height': 1500}",2016.0,6960.0,"['Action', 'Comedy', 'Crime', 'Mystery', 'Thriller']","{'aggregateRating': 7.4, 'voteCount': 412170}","In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.",,71261763.0,50000000.0,26,1.42523526
tt0499549,movie,Avatar,Avatar,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDEzMmQwZjctZWU2My00MWNlLWE0NjItMDJlYTRlNGJiZjcyXkEyXkFqcGc@._V1_.jpg', 'width': 1965, 'height': 2902}",2009.0,9720.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","{'aggregateRating': 7.9, 'voteCount': 1491969}",A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,,2923710708.0,237000000.0,7,12.336332101265823
tt1392190,movie,Mad Max: Fury Road,Mad Max: Fury Road,"{'url': 'https://m.media-amazon.com/images/M/MV5BZDRkODJhOTgtOTc1OC00NTgzLTk4NjItNDgxZDY4YjlmNDY2XkEyXkFqcGc@._V1_.jpg', 'width': 675, 'height': 1000}",2015.0,7200.0,"['Action', 'Adventure', 'Sci-Fi']","{'aggregateRating': 8.1, 'voteCount': 1202335}","In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.",,380456026.0,150000000.0,25,2.5363735066666666
tt17663992,movie,Scream VI,Scream VI,"{'url': 'https://m.media-amazon.com/images/M/MV5BZDZkYzk3YTEtYTQ5MS00MzQ5LTg0NjUtOTgzODA5N2EyYTQ1XkEyXkFqcGc@._V1_.jpg', 'width': 2765, 'height': 4096}",2023.0,7320.0,"['Horror', 'Mystery', 'Thriller']","{'aggregateRating': 6.4, 'voteCount': 150832}","After surviving the latest Woodsboro murders, a group of teens move to New York City, hoping for a fresh start, only to find a new killer picking up where the last Ghostface killer left off.",,166577232.0,35000000.0,12,4.759349485714286
tt3890160,movie,Baby Driver,Baby Driver,"{'url': 'https://m.media-amazon.com/images/M/MV5BMjM3MjQ1MzkxNl5BMl5BanBnXkFtZTgwODk1ODgyMjI@._V1_.jpg', 'width': 1382, 'height': 2048}",2017.0,6780.0,"['Action', 'Crime', 'Drama', 'Music']","{'aggregateRating': 7.5, 'voteCount': 680783}","Coerced into working for a crime boss, a young getaway driver must face the music when a doomed heist threatens his life, love, and freedom.",,226945087.0,34000000.0,27,6.6748555
tt0332280,movie,The Notebook,The Notebook,"{'url': 'https://m.media-amazon.com/images/M/MV5BZjE0ZjgzMzYtMTAxYi00NGMzLThmZDktNzFlMzA2MWRmYWQ0XkEyXkFqcGc@._V1_.jpg', 'width': 1979, 'height': 2968}",2004.0,7380.0,"['Drama', 'Romance']","{'aggregateRating': 7.8, 'voteCount': 685115}",An elderly man reads to a woman with dementia the story of two young lovers whose romance is threatened by the difference in their respective social classes.,,118605996.0,29000000.0,20,4.089861931034482
tt7984766,movie,The King,The King,"{'url': 'https://m.media-amazon.com/images/M/MV5BOTFhZTY4YWUtMmJjMy00OTE0LTlmZjctMDg5MTk4N2ZjZWNjXkEyXkFqcGc@._V1_.jpg', 'width': 729, 'height': 1080}",2019.0,8400.0,"['Biography', 'Drama', 'History', 'War']","{'aggregateRating': 7.3, 'voteCount': 177182}","Young Henry V encounters deceit, war and treachery after becoming King of England in the 15th century, in the aftermath of his brother's death.",,126931.0,23000000.0,1,0.005518739130434783
tt2267998,movie,Gone Girl,Gone Girl,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_.jpg', 'width': 1390, 'height': 2048}",2014.0,8940.0,"['Drama', 'Mystery', 'Thriller']","{'aggregateRating': 8.1, 'voteCount': 1163690}",The husband of a missing woman becomes the main suspect in her disappearance.,,370890259.0,61000000.0,16,6.080168180327869
tt31844586,movie,Sisu: Road to Revenge,Sisu 2,"{'url': 'https://m.media-amazon.com/images/M/MV5BM2ZiNDZiZDQtMjYyOC00MWY1LTkyZjgtNDM1MmMwZTdhOWFkXkEyXkFqcGc@._V1_.jpg', 'width': 6072, 'height': 9000}",2025.0,5340.0,"['Action', 'Thriller', 'War']","{'aggregateRating': 6.8, 'voteCount': 29482}","A man returns to dismantle his family's house, where they were murdered in war, to rebuild it elsewhere. When the killer, a Red Army commander, tracks him down, a brutal cross-country pursuit begins.",,9811703.0,11000000.0,9,0.891973
tt17526714,movie,The Substance,The Substance,"{'url': 'https://m.media-amazon.com/images/M/MV5BZDQ1NGE5MGMtYzdlZC00ODExLWJlMDMtNWU4NjA5OWYwMDEwXkEyXkFqcGc@._V1_.jpg', 'width': 1944, 'height': 2844}",2024.0,8460.0,"['Drama', 'Horror', 'Sci-Fi']","{'aggregateRating': 7.2, 'voteCount': 413670}","A fading celebrity takes a black-market drug: a cell-replicating substance that helps her create a younger, better version of herself.",,77316812.0,17500000.0,19,4.418103542857143
tt7181546,movie,Ballerina,Ballerina,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzdhZmY2OTQtYWI4OC00ZThkLTlhZjAtNzE2YzRjM2Q5YjJlXkEyXkFqcGc@._V1_.jpg', 'width': 2025, 'height': 3000}",2025.0,7440.0,"['Action', 'Thriller']","{'aggregateRating': 6.8, 'voteCount': 145377}",An assassin trained in the traditions of the Ruska Roma organization sets out to seek revenge after her father's death.,,137408107.0,90000000.0,18,1.5267567444444445
tt28607951,movie,Anora,Anora,"{'url': 'https://m.media-amazon.com/images/M/MV5BYThiN2M0NTItODRmNC00NDhlLWFiYTgtMWM2YTEyYzI3ZTY1XkEyXkFqcGc@._V1_.jpg', 'width': 3483, 'height': 5160}",2024.0,8340.0,"['Comedy', 'Drama', 'Romance']","{'aggregateRating': 7.4, 'voteCount': 269018}","A young stripper from Brooklyn meets and impulsively marries the son of a Russian oligarch. Once the news reaches Russia, her fairy tale is threatened as his parents set out for New York to get the marriage annulled.",,57395612.0,6000000.0,9,9.565935333333334
tt5537002,movie,Killers of the Flower Moon,Killers of the Flower Moon,"{'url': 'https://m.media-amazon.com/images/M/MV5BZWY5ZDVjNTUtODI5Yy00MjFhLWEyM2EtYzZjM2VjZTI0MTBjXkEyXkFqcGc@._V1_.jpg', 'width': 2000, 'height': 3000}",2023.0,12360.0,"['Crime', 'Drama', 'History', 'Western']","{'aggregateRating': 7.5, 'voteCount': 305208}","When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one - until the FBI steps in to unravel the mystery.",,158772599.0,200000000.0,25,0.793862995
tt30988739,movie,Black Bag,Black Bag,"{'url': 'https://m.media-amazon.com/images/M/MV5BNzA1OWU4NDMtMDUxMC00NWI4LWJhYjUtYWQ0OGQ5MTc2NDRjXkEyXkFqcGc@._V1_.jpg', 'width': 8100, 'height': 12000}",2025.0,5580.0,"['Drama', 'Mystery', 'Romance', 'Thriller']","{'aggregateRating': 6.7, 'voteCount': 92014}","When intelligence agent Kathryn Woodhouse is suspected of betraying the nation, her husband - also a legendary agent - faces the ultimate test of whether to be loyal to his marriage, or his country.",,43887905.0,50000000.0,12,0.8777581
tt0364569,movie,Oldboy,Oldeuboi,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTAwNzNjYWItZmI0Ni00ZTcyLWIwNWMtZjlmNGMxZTEyYTJmXkEyXkFqcGc@._V1_.jpg', 'width': 960, 'height': 1440}",2003.0,7200.0,"['Action', 'Drama', 'Mystery', 'Thriller']","{'aggregateRating': 8.3, 'voteCount': 714748}","After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must track down his captor in five days.",,17617021.0,3000000.0,0,5.872340333333334
tt1262426,movie,Wicked,Wicked: Part I,"{'url': 'https://m.media-amazon.com/images/M/MV5BOWMwYjYzYmMtMWQ2Ni00NWUwLTg2MzAtYzkzMDBiZDIwOTMwXkEyXkFqcGc@._V1_.jpg', 'width': 758, 'height': 1200}",2024.0,9600.0,"['Fantasy', 'Musical', 'Romance']","{'aggregateRating': 7.3, 'voteCount': 227492}","Elphaba, a young woman ridiculed for her green skin, and Galinda, a popular girl, become friends at Shiz University in the Land of Oz. After an encounter with the Wonderful Wizard of Oz, their friendship reaches a crossroads.",,758790057.0,150000000.0,4,5.05860038
tt1745960,movie,Top Gun: Maverick,Top Gun: Maverick,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDBkZDNjMWEtOTdmMi00NmExLTg5MmMtNTFlYTJlNWY5YTdmXkEyXkFqcGc@._V1_.jpg', 'width': 2024, 'height': 3000}",2022.0,7800.0,"['Action', 'Drama']","{'aggregateRating': 8.2, 'voteCount': 852610}","The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",,1503997086.0,170000000.0,27,8.847041682352941
tt0468569,movie,The Dark Knight,The Dark Knight,"{'url': 'https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_.jpg', 'width': 1383, 'height': 2048}",2008.0,9120.0,"['Action', 'Crime', 'Drama', 'Thriller']","{'aggregateRating': 9.1, 'voteCount': 3152725}","When a menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman, James Gordon and Harvey Dent must work together to put an end to the madness.",,1008477382.0,185000000.0,12,5.451229091891892
tt0381061,movie,Casino Royale,Casino Royale,"{'url': 'https://m.media-amazon.com/images/M/MV5BMWQ1ZDM4NDktMWY0NC00MjcxLWJlMDMtNmE2MGVhYzRjMWQ0XkEyXkFqcGc@._V1_.jpg', 'width': 1000, 'height': 1487}",2006.0,8640.0,"['Action', 'Adventure', 'Thriller']","{'aggregateRating': 8, 'voteCount': 741768}","After earning a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, in Montenegro.",,616585752.0,150000000.0,12,4.11057168
tt9362722,movie,Spider-Man: Across the Spider-Verse,Spider-Man: Across the Spider-Verse,"{'url': 'https://m.media-amazon.com/images/M/MV5BNThiZjA3MjItZGY5Ni00ZmJhLWEwN2EtOTBlYTA4Y2E0M2ZmXkEyXkFqcGc@._V1_.jpg', 'width': 1299, 'height': 1929}",2023.0,8400.0,"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']","{'aggregateRating': 8.5, 'voteCount': 516850}","Traveling across the multiverse, Miles Morales meets a new team of Spider-People, made up of heroes from different dimensions. But when the heroes clash over how to deal with a new threat, Miles finds himself at a crossroads.",,690824738.0,100000000.0,10,6.90824738
tt0097165,movie,Dead Poets Society,Dead Poets Society,"{'url': 'https://m.media-amazon.com/images/M/MV5BMDYwNGVlY2ItMWYxMS00YjZiLWE5MTAtYWM5NWQ2ZWJjY2Q3XkEyXkFqcGc@._V1_.jpg', 'width': 1016, 'height': 1500}",1989.0,7680.0,"['Comedy', 'Drama']","{'aggregateRating': 8.1, 'voteCount': 647460}","Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression.",,235860116.0,16400000.0,19,14.381714390243902
